Tiro N,Color,Coordenada X,Coordenada Y,Valor Pixel
1067,No blanco,109,110,162
1068,Blanco,174,39,255
1069,No blanco,129,183,162
1070,Blanco,53,168,255
1071,Blanco,58,127,254
1072,No blanco,124,79,162
1073,Blanco,208,166,255
1074,Blanco,67,29,255
1075,Blanco,9,130,255
1076,No blanco,135,84,162
1077,Blanco,166,27,255
1078,Blanco,69,91,255
1079,Blanco,7,121,255
1080,Blanco,140,51,255
1081,Blanco,179,26,255
1082,Blanco,64,82,255
1083,No blanco,176,164,173
1084,Blanco,141,9,255
1085,No blanco,75,137,162
1086,Blanco,205,26,255
1087,Blanco,70,79,255
1088,Blanco,47,220,255
1089,No blanco,152,98,162
1090,Blanco,45,163,255
1091,No blanco,126,88,162
1092,No blanco,174,99,162
1093,Blanco,16,134,255
1094,Blanco,177,12,255
1095,No blanco,168,110,162
1096,Blanco,13,125,255
1097,Blanco,114,21,255
1098,Blanco,219,206,255
1099,Blanco,59,103,255
1100,Blanco,54,132,255
1101,No blanco,178,59,162
1102,No blanco,79,178,162
1103,Blanco,65,186,255
1104,Blanco,197,213,255
1105,Blanco,200,141,255
1106,No blanco,167,72,162
1107,No blanco,140,116,162
1108,Blanco,169,199,255
1109,No blanco,90,179,162
1110,Blanco,208,133,255
1111,Blanco,141,17,255
1112,Blanco,190,222,255
1113,Blanco,202,33,255
1114,No blanco,169,139,162
1115,Blanco,188,182,255
1116,Blanco,192,174,255
1117,Blanco,60,154,254
1118,Blanco,2,38,255
1119,Blanco,199,205,255
1120,Blanco,215,4,255
1121,Blanco,56,150,255
1122,Blanco,111,14,255
1123,No blanco,92,154,162
1124,No blanco,81,107,162
1125,Blanco,188,103,254
1126,Blanco,199,150,255
1127,Blanco,197,162,255
1128,Blanco,48,79,255
1129,No blanco,85,95,162
1130,Blanco,66,194,255
1131,No blanco,115,162,162
1132,Blanco,20,203,255
1133,Blanco,211,68,255
1134,Blanco,19,47,255
1135,No blanco,185,148,162
1136,Blanco,78,25,255
1137,No blanco,179,83,162
1138,Blanco,176,185,255
1139,Blanco,74,13,255
1140,Blanco,18,208,255
1141,Blanco,73,59,255
1142,No blanco,172,113,162
1143,Blanco,199,43,255
1144,Blanco,45,88,255
1145,No blanco,158,131,162
1146,No blanco,172,145,162
1147,Blanco,165,175,254
1148,Blanco,204,7,255
1149,No blanco,178,45,162
1150,No blanco,156,103,162
1151,Blanco,9,178,255
1152,No blanco,80,175,162
1153,No blanco,130,83,162
1154,Blanco,14,39,255
1155,No blanco,95,98,162
1156,Blanco,3,107,255
1157,Blanco,212,167,255
1158,Blanco,106,175,254
1159,Blanco,74,103,253
1160,Blanco,217,197,255
1161,Blanco,37,209,255
1162,Blanco,162,185,255
1163,Blanco,172,16,255
1164,Blanco,56,72,255
1165,Blanco,69,73,255
1166,Blanco,123,213,255
1167,Blanco,137,9,255
1168,Blanco,219,159,255
1169,Blanco,16,194,255
1170,Blanco,97,186,255
1171,No blanco,107,167,162
1172,Blanco,36,32,255
1173,No blanco,86,167,162
1174,Blanco,191,50,254
1175,Blanco,22,75,255
1176,Blanco,17,26,255
1177,Blanco,70,193,255
1178,Blanco,9,179,255
1179,Blanco,0,31,255
1180,Blanco,37,79,255
1181,Blanco,166,190,255
1182,Blanco,91,211,255
1183,Blanco,70,99,255
1184,Blanco,215,23,255
1185,Blanco,169,206,255
1186,Blanco,51,76,255
1187,Blanco,5,143,255
1188,Blanco,36,185,255
1189,No blanco,177,92,162
1190,No blanco,176,58,162
1191,No blanco,121,164,162
1192,No blanco,81,134,162
1193,No blanco,59,116,162
1194,Blanco,214,188,255
1195,Blanco,65,157,253
1196,No blanco,139,60,162
1197,Blanco,8,222,255
1198,No blanco,141,58,162
1199,Blanco,129,13,255
1200,Blanco,65,36,255
1201,Blanco,144,18,255
1202,Blanco,52,169,255
1203,Blanco,34,77,255
1204,Blanco,110,192,254
1205,No blanco,130,61,162
1206,Blanco,3,198,255
1207,Blanco,223,144,255
1208,Blanco,224,161,255
1209,No blanco,97,73,162
1210,Blanco,218,118,255
1211,Blanco,205,155,255
1212,Blanco,162,13,255
1213,No blanco,176,120,162
1214,No blanco,77,134,162
1215,Blanco,5,50,255
1216,No blanco,71,128,162
1217,Blanco,99,19,255
1218,Blanco,54,187,255
1219,No blanco,84,134,162
1220,No blanco,172,69,162
1221,Blanco,173,211,255
1222,Blanco,151,20,255
1223,Blanco,149,9,255
1224,Blanco,55,19,255
1225,Blanco,213,115,255
1226,Blanco,47,174,255
1227,Blanco,30,143,255
1228,Blanco,220,48,255
1229,Blanco,62,175,255
1230,No blanco,161,83,162
1231,Blanco,87,161,253
1232,Blanco,75,161,255
1233,Blanco,168,185,255
1234,Blanco,198,158,255
1235,No blanco,81,148,158
1236,Blanco,165,198,255
1237,Blanco,139,216,255
1238,Blanco,204,148,255
1239,Blanco,29,123,253
1240,Blanco,74,164,255
1241,Blanco,189,207,255
1242,Blanco,75,80,210
1243,Blanco,98,205,255
1244,Blanco,177,208,255
1245,No blanco,67,141,160
1246,No blanco,96,32,162
1247,No blanco,158,95,162
1248,Blanco,62,1,255
1249,Blanco,111,217,255
1250,Blanco,58,141,255
1251,Blanco,15,84,255
1252,Blanco,145,209,255
1253,Blanco,13,78,255
1254,Blanco,205,165,255
1255,Blanco,19,80,255
1256,Blanco,150,21,255
1257,Blanco,212,166,255
1258,Blanco,89,17,255
1259,Blanco,25,116,255
1260,Blanco,204,180,255
1261,No blanco,80,108,162
1262,No blanco,170,97,162
1263,Blanco,39,23,255
1264,Blanco,70,189,255
1265,Blanco,12,129,255
1266,Blanco,124,204,255
1267,Blanco,121,210,255
1268,Blanco,174,175,255
1269,No blanco,104,54,162
1270,Blanco,2,65,255
1271,Blanco,144,23,255
1272,No blanco,125,145,162
1273,Blanco,182,213,255
1274,Blanco,2,92,255
1275,Blanco,62,169,255
1276,Blanco,82,164,255
1277,Blanco,123,8,255
1278,Blanco,89,60,255
1279,Blanco,78,29,255
1280,Blanco,69,16,255
1281,No blanco,98,32,162
1282,Blanco,125,3,255
1283,Blanco,68,218,255
1284,Blanco,79,54,255
1285,Blanco,5,157,255
1286,Blanco,215,18,255
1287,No blanco,136,64,162
1288,Blanco,195,50,255
1289,No blanco,150,83,162
1290,Blanco,205,171,255
1291,Blanco,31,184,255
1292,Blanco,99,171,252
1293,Blanco,68,75,255
1294,Blanco,216,6,255
1295,Blanco,21,184,255
1296,Blanco,36,18,255
1297,Blanco,1,81,255
1298,Blanco,19,138,255
1299,Blanco,214,159,255
1300,No blanco,166,98,162
1301,Blanco,89,22,255
1302,Blanco,47,18,255
1303,Blanco,198,187,255
1304,No blanco,86,178,162
1305,Blanco,63,12,255
1306,Blanco,219,1,255
1307,Blanco,201,112,255
1308,No blanco,162,143,162
1309,Blanco,38,186,255
1310,Blanco,93,218,255
1311,Blanco,100,200,255
1312,Blanco,45,18,255
1313,Blanco,70,85,255
1314,No blanco,77,79,162
1315,Blanco,179,24,255
1316,Blanco,187,92,255
1317,Blanco,204,8,255
1318,Blanco,105,195,255
1319,No blanco,126,87,162
1320,No blanco,168,143,162
1321,No blanco,105,50,162
1322,Blanco,191,28,255
1323,Blanco,7,113,255
1324,Blanco,51,154,255
1325,Blanco,155,198,255
1326,Blanco,109,201,255
1327,Blanco,44,57,255
1328,Blanco,200,220,255
1329,Blanco,76,64,255
1330,No blanco,108,110,162
1331,Blanco,49,214,255
1332,Blanco,76,74,255
1333,Blanco,206,115,255
1334,No blanco,155,104,162
1335,Blanco,180,177,255
1336,Blanco,25,166,255
1337,Blanco,73,65,255
1338,No blanco,136,108,162
1339,Blanco,54,183,255
1340,No blanco,153,106,162
1341,Blanco,13,168,255
1342,No blanco,99,148,162
1343,Blanco,208,171,255
1344,Blanco,5,15,255
1345,Blanco,191,220,255
1346,No blanco,167,119,162
1347,Blanco,67,7,255
1348,No blanco,172,92,162
1349,Blanco,198,174,255
1350,No blanco,147,98,162
1351,No blanco,175,67,162
1352,Blanco,152,44,255
1353,Blanco,139,213,255
1354,Blanco,224,147,255
1355,No blanco,138,105,162
1356,Blanco,19,221,255
1357,Blanco,167,13,255
1358,Blanco,37,68,255
1359,No blanco,119,162,162
1360,No blanco,87,146,162
1361,Blanco,206,218,255
1362,Blanco,19,105,255
1363,No blanco,153,73,162
1364,Blanco,212,219,255
1365,Blanco,57,195,255
1366,Blanco,84,200,255
1367,Blanco,21,129,255
1368,No blanco,175,90,162
1369,Blanco,197,31,255
1370,Blanco,211,72,255
1371,No blanco,94,171,162
1372,No blanco,90,73,160
1373,Blanco,19,133,255
1374,No blanco,93,182,157
1375,Blanco,81,208,255
1376,Blanco,201,177,255
1377,No blanco,181,165,162
1378,Blanco,39,205,255
1379,Blanco,38,45,255
1380,Blanco,148,19,255
1381,No blanco,122,135,162
1382,Blanco,85,32,255
1383,Blanco,8,77,255
1384,Blanco,147,208,255
1385,Blanco,209,115,255
1386,Blanco,49,168,255
1387,Blanco,135,14,255
1388,Blanco,13,79,255
1389,Blanco,85,60,255
1390,Blanco,50,69,255
1391,Blanco,103,179,255
1392,Blanco,38,86,255
1393,Blanco,86,15,255
1394,Blanco,95,202,255
1395,Blanco,120,10,255
1396,No blanco,139,124,162
1397,Blanco,73,198,255
1398,Blanco,12,114,255
1399,No blanco,129,159,162
1400,Blanco,191,29,255
1401,No blanco,114,75,162
1402,Blanco,56,62,255
1403,No blanco,65,147,162
1404,No blanco,143,83,162
1405,Blanco,208,65,255
1406,Blanco,207,216,255
1407,No blanco,122,153,162
1408,Blanco,120,24,255
1409,Blanco,84,67,255
1410,No blanco,105,83,162
1411,Blanco,26,133,255
1412,Blanco,53,70,255
1413,Blanco,22,48,255
1414,Blanco,89,203,255
1415,Blanco,189,210,255
1416,No blanco,119,158,162
1417,Blanco,4,93,255
1418,Blanco,188,100,255
1419,Blanco,15,27,255
1420,Blanco,145,26,255
1421,Blanco,16,132,255
1422,Blanco,36,53,255
1423,Blanco,0,1,255
1424,Blanco,40,27,255
1425,Blanco,29,194,255
1426,Blanco,163,41,255
1427,No blanco,150,159,162
1428,Blanco,108,212,255
1429,No blanco,127,163,162
1430,Blanco,219,165,255
1431,Blanco,221,166,255
1432,No blanco,134,115,162
1433,Blanco,180,190,255
1434,Blanco,29,63,255
1435,Blanco,205,184,255
1436,Blanco,68,197,255
1437,No blanco,136,81,162
1438,Blanco,75,200,255
1439,Blanco,42,148,255
1440,No blanco,134,116,162
1441,No blanco,83,107,162
1442,Blanco,189,14,255
1443,Blanco,65,163,255
1444,Blanco,171,24,255
1445,Blanco,3,206,255
1446,Blanco,81,11,255
1447,Blanco,209,94,255
1448,Blanco,20,163,255
1449,No blanco,106,64,162
1450,No blanco,176,51,162
1451,Blanco,126,8,255
1452,No blanco,115,111,162
1453,Blanco,179,209,255
1454,Blanco,2,122,255
1455,Blanco,211,55,255
1456,No blanco,108,70,162
1457,Blanco,199,184,255
1458,Blanco,170,1,255
1459,Blanco,79,207,255
1460,Blanco,58,209,255
1461,No blanco,125,149,162
1462,No blanco,61,124,160
1463,Blanco,69,179,255
1464,Blanco,48,140,255
1465,Blanco,139,54,201
1466,Blanco,85,22,255
1467,Blanco,41,65,255
1468,No blanco,86,169,162
1469,Blanco,104,223,255
1470,Blanco,91,44,255
1471,No blanco,146,148,162
1472,Blanco,37,173,255
1473,Blanco,203,144,255
1474,Blanco,21,82,255
1475,No blanco,173,161,159
1476,No blanco,179,148,162
1477,Blanco,41,143,255
1478,No blanco,86,84,162
1479,Blanco,51,62,255
1480,Blanco,52,41,255
1481,Blanco,59,156,254
1482,Blanco,210,195,255
1483,Blanco,29,157,255
1484,Blanco,136,34,255
1485,Blanco,84,5,255
1486,Blanco,35,178,255
1487,No blanco,113,54,162
1488,No blanco,178,47,162
1489,No blanco,85,140,162
1490,Blanco,75,13,255
1491,Blanco,81,220,255
1492,No blanco,115,128,162
1493,No blanco,164,105,162
1494,Blanco,43,66,255
1495,Blanco,164,7,255
1496,No blanco,105,89,162
1497,Blanco,100,173,254
1498,No blanco,129,112,162
1499,Blanco,76,171,255
1500,No blanco,54,114,162
1501,Blanco,35,213,255
1502,Blanco,3,169,255
1503,No blanco,77,182,162
1504,No blanco,133,99,162
1505,Blanco,136,170,255
1506,Blanco,210,36,255
1507,Blanco,196,107,255
1508,Blanco,88,44,255
1509,Blanco,113,176,255
1510,Blanco,196,109,255
1511,Blanco,24,102,255
1512,Blanco,64,89,255
1513,Blanco,224,211,255
1514,Blanco,13,142,255
1515,Blanco,15,41,255
1516,Blanco,188,21,255
1517,No blanco,102,31,162
1518,Blanco,114,26,255
1519,Blanco,207,52,255
1520,Blanco,18,135,255
1521,Blanco,174,37,255
1522,Blanco,5,85,255
1523,Blanco,203,83,255
1524,No blanco,87,192,162
1525,Blanco,188,46,253
1526,Blanco,149,200,255
1527,Blanco,223,153,255
1528,Blanco,168,203,255
1529,No blanco,121,79,162
1530,No blanco,122,198,158
1531,Blanco,203,89,255
1532,Blanco,38,74,255
1533,Blanco,48,89,255
1534,Blanco,167,56,210
1535,Blanco,11,87,255
1536,Blanco,47,38,255
1537,Blanco,48,154,255
1538,No blanco,86,126,162
1539,Blanco,209,63,255
1540,Blanco,113,5,255
1541,No blanco,146,55,162
1542,No blanco,137,79,162
1543,Blanco,11,171,255
1544,Blanco,3,28,255
1545,Blanco,146,200,255
1546,Blanco,171,1,255
1547,Blanco,195,201,255
1548,No blanco,153,127,162
1549,Blanco,215,138,255
1550,Blanco,66,191,255
1551,Blanco,10,67,255
1552,Blanco,0,53,255
1553,No blanco,103,27,163
1554,No blanco,183,71,162
1555,No blanco,117,189,162
1556,Blanco,110,194,254
1557,No blanco,178,126,162
1558,No blanco,186,122,162
1559,Blanco,53,160,255
1560,No blanco,150,82,162
1561,Blanco,15,7,255
1562,Blanco,211,45,255
1563,Blanco,221,174,255
1564,Blanco,158,48,255
1565,Blanco,191,142,255
1566,Blanco,182,27,255
1567,No blanco,185,107,162
1568,Blanco,192,82,255
1569,Blanco,121,209,255
1570,Blanco,169,41,255
1571,Blanco,52,74,255
1572,Blanco,37,78,255
1573,Blanco,80,95,255
1574,Blanco,211,158,255
1575,Blanco,135,48,255
1576,Blanco,213,144,255
1577,Blanco,19,59,255
1578,Blanco,195,46,255
1579,No blanco,106,54,162
1580,Blanco,55,55,255
1581,Blanco,145,7,255
1582,Blanco,60,100,255
1583,Blanco,90,222,255
1584,No blanco,109,93,162
1585,No blanco,81,172,158
1586,Blanco,16,171,255
1587,Blanco,0,187,255
1588,No blanco,91,133,162
1589,Blanco,190,224,255
1590,Blanco,185,13,255
1591,Blanco,184,89,255
1592,No blanco,157,172,162
1593,No blanco,142,147,162
1594,No blanco,96,98,162
1595,Blanco,10,208,255
1596,No blanco,133,96,162
1597,Blanco,168,204,255
1598,Blanco,140,180,255
1599,Blanco,118,27,255
1600,Blanco,7,42,255
1601,Blanco,0,118,255
1602,No blanco,35,122,162
1603,Blanco,188,83,255
1604,No blanco,100,129,162
1605,Blanco,122,23,255
1606,Blanco,9,43,255
1607,Blanco,73,211,255
1608,Blanco,66,184,255
1609,Blanco,214,54,255
1610,Blanco,112,32,255
1611,Blanco,134,170,200
1612,Blanco,82,4,255
1613,Blanco,169,204,255
1614,No blanco,67,118,162
1615,No blanco,139,165,158
1616,No blanco,124,134,162
1617,Blanco,107,189,255
1618,Blanco,215,220,255
1619,Blanco,114,44,255
1620,Blanco,18,11,255
1621,Blanco,57,73,255
1622,Blanco,103,20,255
1623,Blanco,7,98,255
1624,Blanco,211,62,255
1625,Blanco,65,134,255
1626,Blanco,25,207,255
1627,Blanco,99,209,255
1628,No blanco,169,156,162
1629,Blanco,131,21,255
1630,Blanco,3,16,255
1631,No blanco,122,134,162
1632,Blanco,223,14,255
1633,Blanco,18,80,255
1634,Blanco,140,178,255
1635,No blanco,130,138,162
1636,Blanco,203,208,255
1637,Blanco,15,146,255
1638,Blanco,5,167,255
1639,No blanco,178,44,162
1640,Blanco,167,181,255
1641,No blanco,71,136,159
1642,No blanco,123,143,162
1643,Blanco,123,32,255
1644,Blanco,106,204,255
1645,No blanco,160,110,162
1646,Blanco,197,176,255
1647,Blanco,145,184,255
1648,Blanco,99,198,255
1649,Blanco,23,62,255
1650,Blanco,9,33,255
1651,Blanco,58,99,255
1652,Blanco,107,24,255
1653,No blanco,103,55,162
1654,Blanco,88,203,255
1655,Blanco,16,207,255
1656,No blanco,144,96,162
1657,No blanco,121,168,162
1658,Blanco,50,44,255
1659,Blanco,195,88,255
1660,Blanco,209,12,255
1661,Blanco,163,56,255
1662,Blanco,175,200,255
1663,Blanco,14,193,255
1664,No blanco,124,119,162
1665,Blanco,136,214,255
1666,Blanco,209,164,255
1667,Blanco,192,95,255
1668,Blanco,196,33,255
1669,No blanco,101,132,162
1670,No blanco,88,181,162
1671,No blanco,98,72,162
1672,Blanco,23,133,255
1673,No blanco,177,53,162
1674,No blanco,116,132,162
1675,Blanco,36,12,255
1676,No blanco,131,161,162
1677,Blanco,25,224,255
1678,No blanco,145,98,162
1679,No blanco,153,87,162
1680,Blanco,47,165,255
1681,Blanco,5,110,255
1682,Blanco,30,219,255
1683,Blanco,56,7,255
1684,Blanco,2,32,255
1685,Blanco,221,127,255
1686,Blanco,32,188,255
1687,No blanco,117,87,162
1688,Blanco,194,67,255
1689,No blanco,113,89,162
1690,Blanco,118,11,255
1691,Blanco,26,51,255
1692,Blanco,186,224,255
1693,Blanco,68,95,255
1694,No blanco,168,85,162
1695,Blanco,123,22,255
1696,Blanco,169,14,255
1697,No blanco,115,76,162
1698,Blanco,58,202,255
1699,Blanco,188,224,255
1700,No blanco,178,56,162
1701,Blanco,132,217,255
1702,No blanco,185,118,162
1703,Blanco,180,41,253
1704,Blanco,160,10,255
1705,No blanco,94,30,158
1706,Blanco,188,186,255
1707,Blanco,37,29,255
1708,No blanco,176,94,162
1709,No blanco,158,160,162
1710,No blanco,152,155,162
1711,Blanco,79,44,255
1712,Blanco,6,222,255
1713,Blanco,124,220,255
1714,Blanco,158,31,255
1715,No blanco,155,155,162
1716,No blanco,90,93,162
1717,Blanco,47,93,255
1718,Blanco,49,54,255
1719,Blanco,125,13,255
1720,Blanco,205,211,255
1721,No blanco,174,92,162
1722,Blanco,210,33,255
1723,Blanco,118,18,255
1724,Blanco,199,88,255
1725,Blanco,77,95,255
1726,Blanco,29,137,255
1727,Blanco,26,81,255
1728,Blanco,3,116,255
1729,Blanco,3,18,255
1730,No blanco,111,135,162
1731,No blanco,145,155,162
1732,Blanco,63,216,255
1733,Blanco,192,15,255
1734,Blanco,12,214,255
1735,Blanco,22,161,255
1736,Blanco,33,205,255
1737,Blanco,195,92,255
1738,Blanco,45,93,255
1739,Blanco,17,0,255
1740,Blanco,187,124,244
1741,Blanco,5,161,255
1742,Blanco,42,154,255
1743,No blanco,78,117,162
1744,No blanco,118,65,162
1745,Blanco,153,52,255
1746,Blanco,37,154,255
1747,Blanco,44,84,255
1748,Blanco,12,42,255
1749,Blanco,60,137,255
1750,Blanco,192,102,255
1751,No blanco,131,72,162
1752,Blanco,44,76,255
1753,Blanco,206,95,255
1754,Blanco,186,41,255
1755,Blanco,215,97,255
1756,Blanco,223,196,255
1757,No blanco,167,89,162
1758,Blanco,108,178,255
1759,Blanco,55,94,255
1760,Blanco,100,223,255
1761,No blanco,166,94,162
1762,Blanco,64,185,255
1763,Blanco,98,16,255
1764,No blanco,180,133,162
1765,Blanco,203,46,255
1766,No blanco,168,81,162
1767,Blanco,17,89,255
1768,Blanco,223,27,255
1769,Blanco,1,157,255
1770,Blanco,219,160,255
1771,Blanco,123,220,255
1772,No blanco,161,158,162
1773,Blanco,24,51,255
1774,Blanco,32,113,254
1775,No blanco,101,40,162
1776,Blanco,195,106,255
1777,No blanco,93,120,162
1778,No blanco,100,71,162
1779,No blanco,136,77,162
1780,No blanco,124,199,194
1781,Blanco,17,180,255
1782,Blanco,10,137,255
1783,Blanco,81,45,255
1784,Blanco,170,14,255
1785,No blanco,162,92,162
1786,No blanco,118,185,162
1787,Blanco,18,187,255
1788,Blanco,212,115,255
1789,Blanco,70,32,255
1790,No blanco,109,122,162
1791,Blanco,182,6,255
1792,No blanco,98,105,162
1793,Blanco,42,134,255
1794,No blanco,75,139,162
1795,Blanco,191,137,255
1796,Blanco,218,38,255
1797,Blanco,220,60,255
1798,Blanco,26,134,255
1799,Blanco,191,143,255
1800,Blanco,135,10,255
1801,Blanco,195,164,255
1802,Blanco,87,21,255
1803,Blanco,198,9,255
1804,No blanco,133,123,162
1805,Blanco,67,105,254
1806,No blanco,131,82,162
1807,Blanco,25,133,255
1808,No blanco,132,71,162
1809,Blanco,147,222,255
1810,Blanco,180,40,253
1811,Blanco,9,66,255
1812,Blanco,100,217,255
1813,Blanco,20,67,255
1814,No blanco,92,137,162
1815,No blanco,106,115,162
1816,Blanco,214,40,255
1817,Blanco,57,24,255
1818,Blanco,71,84,255
1819,No blanco,176,60,162
1820,Blanco,34,221,255
1821,Blanco,196,26,255
1822,Blanco,207,106,255
1823,No blanco,179,107,162
1824,Blanco,46,45,255
1825,No blanco,94,69,162
1826,Blanco,74,75,255
1827,Blanco,162,4,255
1828,Blanco,54,105,255
1829,No blanco,97,28,162
1830,Blanco,60,144,253
1831,Blanco,163,11,255
1832,Blanco,60,71,255
1833,No blanco,63,120,162
1834,No blanco,147,140,162
1835,No blanco,169,134,162
1836,Blanco,143,51,255
1837,No blanco,116,158,162
1838,Blanco,33,160,255
1839,No blanco,126,143,162
1840,Blanco,34,49,255
1841,Blanco,216,50,255
1842,Blanco,11,52,255
1843,No blanco,180,56,162
1844,Blanco,39,99,255
1845,No blanco,99,124,162
1846,No blanco,153,90,162
1847,No blanco,83,146,162
1848,No blanco,125,93,162
1849,No blanco,78,139,162
1850,Blanco,169,174,255
1851,Blanco,131,10,255
1852,Blanco,85,38,255
1853,Blanco,132,42,255
1854,No blanco,151,129,162
1855,Blanco,47,151,255
1856,Blanco,139,45,255
1857,Blanco,81,3,255
1858,No blanco,123,139,162
1859,Blanco,7,20,255
1860,Blanco,72,176,255
1861,Blanco,93,47,255
1862,Blanco,187,84,255
1863,Blanco,191,195,255
1864,No blanco,148,61,162
1865,Blanco,90,4,255
1866,Blanco,174,182,255
1867,Blanco,212,172,255
1868,No blanco,91,188,171
1869,No blanco,61,109,162
1870,Blanco,25,177,255
1871,Blanco,220,64,255
1872,Blanco,119,215,255
1873,No blanco,72,110,162
1874,Blanco,16,150,255
1875,Blanco,99,207,255
1876,Blanco,166,160,253
1877,Blanco,64,98,255
1878,Blanco,38,154,255
1879,No blanco,148,82,162
1880,Blanco,40,80,255
1881,Blanco,33,7,255
1882,No blanco,181,79,162
1883,Blanco,16,114,255
1884,Blanco,219,15,255
1885,Blanco,11,188,255
1886,Blanco,191,212,255
1887,Blanco,6,17,255
1888,Blanco,200,207,255
1889,Blanco,55,64,255
1890,Blanco,7,110,255
1891,No blanco,185,57,162
1892,Blanco,1,125,255
1893,No blanco,179,97,162
1894,No blanco,113,84,162
1895,Blanco,53,151,255
1896,Blanco,133,31,255
1897,No blanco,111,99,162
1898,Blanco,24,195,255
1899,Blanco,4,210,255
1900,Blanco,213,32,255
1901,Blanco,25,186,255
1902,No blanco,178,70,162
1903,Blanco,202,42,255
1904,Blanco,208,45,255
1905,Blanco,111,42,217
1906,Blanco,27,12,255
1907,Blanco,195,87,255
1908,Blanco,16,30,255
1909,Blanco,78,153,253
1910,Blanco,9,61,255
1911,No blanco,130,176,162
1912,Blanco,213,193,255
1913,No blanco,132,177,156
1914,Blanco,0,149,255
1915,Blanco,151,180,255
1916,Blanco,26,138,255
1917,No blanco,138,62,162
1918,No blanco,94,97,162
1919,Blanco,206,6,255
1920,No blanco,113,129,162
1921,No blanco,165,105,162
1922,Blanco,215,131,255
1923,Blanco,105,180,255
1924,Blanco,137,192,255
1925,Blanco,36,102,255
1926,Blanco,215,35,255
1927,No blanco,141,145,162
1928,Blanco,187,205,255
1929,Blanco,73,193,254
1930,Blanco,158,200,255
1931,Blanco,207,181,255
1932,Blanco,55,56,255
1933,No blanco,127,118,162
1934,Blanco,192,89,255
